frame_id,total score,0's score,1's score,2's score,3's score
77,167429015.93446028,60078361.84256782,58155548.05209129,49191761.006521255,3345.0332799021294
78,167614787.8498369,60430866.8894305,57929510.40719449,49251065.93229787,3344.6209140425626
79,167700032.00256371,60324077.12009256,58187299.428726286,49185311.195065394,3344.2586794840026
80,168045172.34529185,60536595.57735195,58427606.76028763,49077625.482961155,3344.5246910984933
81,168522379.15273044,60125870.20290574,59358375.808510736,49034788.9027266,3344.2385873616017
82,168462888.17625916,59280331.11139205,60331281.031844355,48847932.60446692,3343.4285558460115
83,166847685.88955915,56769975.908145376,61213684.77956979,48860681.56782215,3343.6340218508617
84,165333002.69453895,54261164.59508027,62277382.33773567,48791111.25674053,3344.5049824839953
85,164821048.71639806,53454920.782271765,62658038.75117083,48704744.86672404,3344.31623142264
86,165482997.6809119,52939743.70129743,63758726.16775025,48781182.29465805,3345.5172061451485
87,166391516.82050967,52807600.009118386,64857340.48381264,48723231.717696905,3344.6098817635857
88,165972915.80993247,51931831.79338933,65550792.992129475,48486947.4057376,3343.618676071356
89,166819274.9703646,51765656.43850327,66494278.35590182,48555995.65740408,3344.518555427963
90,167471670.58185592,51339482.24885425,67713189.05920774,48415655.513030194,3343.7607637413894
91,167591539.68613183,50947333.69774773,68392470.98501821,48248391.348873995,3343.6544918989734
92,168254845.64835635,50769491.34619047,69283368.25726426,48198643.60486422,3342.4400374082584
93,164995169.91812614,50528272.488940604,66365137.109265186,48098417.786566235,3342.5333541033556
94,163759627.2186893,50584745.34035703,65026253.02383377,48145286.07007874,3342.7844197456047
95,168881453.97501928,50700683.23563323,70176360.2993927,48001066.90269197,3343.5373013805674
96,167258481.80419543,50578229.14076979,68617873.45907468,48059036.28796523,3342.9163857395506
97,158196375.8497594,50268666.18619603,59903593.40795911,48020773.50142428,3342.754179983626
98,169943646.15621632,50280341.60289772,71754897.80819365,47905064.616500966,3342.1286239771316
99,168740121.99770153,49942011.888113596,71007546.42478691,47787220.69673482,3342.988066185281
100,165737830.88903463,49861933.964150354,68029130.60997048,47843422.33418383,3343.9807299837857
101,169200191.9622316,50299995.977927454,70776139.20073104,48120712.71452591,3344.0690472194856
102,163565590.03831962,49838868.751416594,65761712.280032106,47961665.9044867,3343.102384208341
103,166477297.0814025,49700938.77876764,68879833.95927167,47893181.37415542,3342.9692077846694
104,166983442.06856823,49505504.0407473,69621184.08143526,47853410.576634765,3343.3697509112053
105,161748066.63380125,49390411.55193205,64550496.87944637,47803815.703869745,3342.4985530767317
106,167815161.01771358,49458469.479309075,70442316.91492385,47911031.142909445,3343.4805712103494
107,164596024.84486595,49090520.11078475,67628051.92253965,47874109.02594078,3343.7856007665832
108,167363514.73775542,49208796.91824077,70241377.63401219,47909995.66878064,3344.516721812714
109,172605725.2022524,49158707.297234945,75483618.45148735,47960055.41602094,3344.037509150425
110,167018045.94344604,49160147.497328,69924736.8973108,47929816.86891747,3344.6798897987887
111,173401220.1387291,50194091.58324073,75167773.4782002,48036010.35234614,3344.7249420260155
112,166104587.6199963,48926331.74999678,69294144.5228498,47880767.4961014,3343.851048340799
113,174637105.81244317,52128678.71476903,74539331.89154263,47965750.666838504,3344.5392930012026
114,165981264.12715477,49395512.2193806,68795557.60810071,47786850.21420644,3344.0854670174335
115,171174078.78064936,50127758.13208619,73253146.94476652,47789830.038088836,3343.6657078222934
116,165974598.44034585,49223703.84138743,69078275.78178291,47669275.52753088,3343.289644636604
117,172411837.60547855,51750147.42028044,73013903.81163399,47644443.2091245,3343.164439639085
118,165652272.73369235,49084574.33478662,68995124.44296347,47569231.67837672,3342.2775655590444
119,170899339.85278866,50185903.74354289,73182742.23927297,47527351.13918034,3342.730792458637
120,171297018.80284986,51165687.89117407,72652994.12991053,47474993.96119092,3342.8205743357667
121,170051408.26115733,49398394.443615705,73182004.40451968,47467667.62472173,3341.7883002156873
122,170403469.7671521,50572534.87279614,72282636.58042204,47544955.75747479,3342.556459150267
123,170045051.3162765,49838554.46654182,72759142.64500517,47444012.28818382,3341.916545678139
124,170165022.85321447,50078897.959256954,72599061.53527956,47483721.375376865,3341.9833010972493
125,169942186.66536322,49310726.39069529,73052251.97728112,47575864.987933464,3343.309453353447
126,171815475.8707864,49495969.60145078,74733937.63000098,47582225.44532532,3343.1940093281432
127,170422367.08898818,49983428.38152342,72895748.48477796,47539846.297070555,3343.9256162402603
128,170445853.94823697,49955245.9009266,72887337.18173708,47599926.44413412,3344.4214391628875
129,170461005.98787844,49094414.62515491,73799370.32202089,47563877.069894165,3343.9708084757767
130,166070588.97060853,48692506.123953104,69613275.58750144,47761460.85206752,3346.407086481562
131,172250035.03109336,48983174.16910598,75474056.08581062,47789458.77840178,3345.997774970642
132,168807776.57917285,51081002.79018611,69950163.3083097,47773264.31584671,3346.164830328263
133,169920635.40814745,49962521.43080881,72082260.63839923,47872506.81352404,3346.525415389474
134,171931429.28984907,48771445.80080115,75368545.48759304,47788092.1468975,3345.8545573748315
135,168752814.40682095,48893657.63586511,72118359.90922439,47737451.1094924,3345.7522390564864
136,175215887.87724787,49647440.911034346,77818556.95018612,47746544.02860482,3345.9874225823623
137,167967502.84797868,49020362.61905693,71277293.55169958,47666501.38117908,3345.2960431048646
138,174776141.99886277,49312247.678033136,77920967.74172252,47539582.17832636,3344.4007807567045
139,172016083.70197868,50255399.06336508,74277840.61332943,47479500.32165519,3343.703628968334
140,170313071.8946352,49343866.3852197,73675536.02203958,47290326.75121754,3342.736158400669
141,168780552.96937922,50348526.23269236,71203060.78368087,47225624.05936602,3341.8936399608597
142,168870192.16211736,47918388.68030971,73749537.03246446,47198924.33856358,3342.1107796098395
143,175539972.8919955,50519843.510503575,77890308.16363971,47126480.094335936,3341.1235162616117
144,168870095.1847515,48291675.956528336,73460627.52104181,47114450.13123354,3341.575947836698
145,170933394.04826194,47805018.49284036,76042844.57494983,47082190.168837726,3340.8116340274687
146,169214429.59554863,48029549.89263997,74198178.10097685,46983360.57536439,3341.0265674118036
147,173413310.9711076,50849984.284561515,75280138.40718557,47279846.11172168,3342.1676388538963
148,168731876.31818563,47988471.85232068,73435014.11390327,47305047.7793651,3342.572596583369
149,174866128.06286514,50636688.07739911,76921464.60020721,47304633.80734705,3341.577911744869
150,169503792.79176083,47943875.07992564,74167207.24658138,47389368.67074473,3341.794509077827
151,169802653.76966825,48227616.15469552,74000988.85022308,47570706.601721056,3342.163028586405
152,170646776.3266587,48689542.26582133,74567938.27948499,47385953.51038933,3342.2709630421314
153,173889178.2990184,49104397.23511707,76963717.84097451,47817719.59213821,3343.6307886448376
154,171721187.59656942,48492682.25763267,75490125.16861266,47735036.57024559,3343.6000785007204
155,174008474.9270035,48706659.71970487,77336123.1287887,47962348.77739038,3343.3011195692243
156,171282479.76634392,48297458.53645924,75859430.4505783,47122248.2073574,3342.5719489757785
157,169666679.34503406,48839816.24084708,72912658.390769,47910862.15926481,3342.554153161894
158,169889701.12424022,48620473.76302681,73977439.31479578,47288441.55444813,3346.4919695116423
