frame_id,3's score,pos_x,pos_y
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,9.919943948144208,0.05600285706997456,0.05600285706997457
6,9.919962094461974,0.11200571413994911,0.11200571413994913
7,9.919981510967508,0.16800857120992368,0.16800857120992368
8,9.920002281098927,0.22401142827989826,0.22401142827989823
9,9.920024493371495,0.2800142853498728,0.28001428534987277
10,9.920048241658087,0.3360171424198474,0.33601714241984737
11,9.920073625483191,0.39201999948982197,0.3920199994898219
12,9.920100750331072,0.4480228565597965,0.44802285655979646
13,9.920129727968536,0.5040257136297711,0.504025713629771
14,9.92016067678295,0.5600285706997457,0.5600285706997455
15,9.920193722136034,0.6160314277697202,0.6160314277697201
16,9.920228996734012,0.6720342848396947,0.6720342848396946
17,9.920266641014784,0.7280371419096693,0.7280371419096692
18,9.92030680355261,0.7840399989796438,0.7840399989796437
19,9.920349641481053,0.8400428560496184,0.8400428560496183
20,9.920395320934745,0.8960457131195929,0.8960457131195928
21,9.920444017510611,0.9520485701895675,0.9520485701895673
22,9.920495916749248,1.008051427259542,1.008051427259542
23,9.920551214637085,1.0640542843295167,1.0640542843295167
24,9.92061011813002,1.1200571413994913,1.1200571413994913
25,9.920672845699192,1.176059998469466,1.176059998469466
26,9.920739627899579,1.2320628555394406,1.2320628555394406
27,9.920810707962136,1.2880657126094153,1.2880657126094153
28,9.920886342410128,1.34406856967939,1.34406856967939
29,9.920966801700397,1.4000714267493646,1.4000714267493646
30,9.92105237089025,1.4560742838193392,1.4560742838193392
31,9.921143350330667,1.5120771408893139,1.5120771408893139
32,9.921240056386537,1.5680799979592885,1.5680799979592885
33,9.921342822184657,1.6240828550292632,1.6240828550292632
34,9.92145199839012,1.6800857120992378,1.6800857120992378
35,9.921567954011868,1.7360885691692125,1.7360885691692125
36,9.921691077238064,1.7920914262391872,1.7920914262391872
37,9.92182177630193,1.8480942833091618,1.8480942833091618
38,9.92196048037881,1.9040971403791365,1.9040971403791365
39,9.922107640515023,1.9600999974491111,1.9600999974491111
40,9.922263730589194,2.0161028545190858,2.0161028545190858
41,9.922429248306708,2.07210571158906,2.07210571158906
42,9.922604716227866,2.1281085686590346,2.1281085686590346
43,9.92279068283031,2.184111425729009,2.184111425729009
44,9.922987723606363,2.2401142827989835,2.2401142827989835
45,9.923196442195705,2.296117139868958,2.296117139868958
46,9.923417471553986,2.3521199969389324,2.3521199969389324
47,9.92365147515782,2.408122854008907,2.408122854008907
48,9.923899148246559,2.4641257110788812,2.4641257110788812
49,9.924161219101286,2.5201285681488557,2.5201285681488557
50,9.924438450361405,2.57613142521883,2.57613142521883
51,9.924731640379058,2.6321342822888045,2.6321342822888045
52,9.925041624611726,2.688137139358779,2.688137139358779
53,9.92536927705313,2.7441399964287534,2.7441399964287534
54,9.925715511702684,2.800142853498728,2.800142853498728
55,9.92608128407348,2.8561457105687023,2.8561457105687023
56,9.926467592738938,2.9121485676386767,2.9121485676386767
57,9.926875480918005,2.968151424708651,2.968151424708651
58,9.927306038098829,3.0241542817786256,3.0241542817786256
59,9.927760401700699,3.0801571388486,3.0801571388486
60,9.928239758774009,3.1361599959185744,3.1361599959185744
61,9.92874534773784,3.192162852988549,3.192162852988549
62,9.929278460154789,3.2481657100585233,3.2481657100585233
63,9.929840442542421,3.3041685671284977,3.3041685671284977
64,9.930432698220788,3.360171424198472,3.360171424198472
65,9.93105668919522,3.4161742812684466,3.4161742812684466
66,9.93171393807358,3.472177138338421,3.472177138338421
67,9.932406030017,3.5281799954083954,3.5281799954083954
68,9.933134614723015,3.58418285247837,3.58418285247837
69,9.933901408439954,3.6401857095483443,3.6401857095483443
70,9.934708196011211,3.6961885666183187,3.6961885666183187
71,9.935556832947949,3.752191423688293,3.752191423688293
72,9.93644924752871,3.8081942807582676,3.8081942807582676
73,9.93738744292414,3.864197137828242,3.864197137828242
74,9.938373499344992,3.9201999948982165,3.9201999948982165
75,9.939409576211412,3.976202851968191,3.976202851968191
76,9.940497914341305,4.032205709038165,4.032205709038165
77,9.941640838155479,4.08820856610814,4.08820856610814
78,9.942840757897105,4.144211423178114,4.144211423178114
79,9.944100171862832,4.200214280248089,4.200214280248089
80,9.945421668642721,4.256217137318063,4.256217137318063
81,9.946807929366107,4.3122199943880375,4.3122199943880375
82,9.948261729950106,4.368222851458012,4.368222851458012
83,9.949785943347564,4.424225708527986,4.424225708527986
84,9.951383541790888,4.480228565597961,4.480228565597961
85,9.953057599028032,4.536231422667935,4.536231422667935
86,9.954811292546854,4.59223427973791,4.59223427973791
87,9.956647905783706,4.648237136807884,4.648237136807884
88,9.958570830312073,4.7042399938778585,4.7042399938778585
89,9.9605835680068,4.760242850947833,4.760242850947833
90,9.962689733179296,4.816245708017807,4.816245708017807
91,9.964893054678901,4.872248565087782,4.872248565087782
92,9.967197377955454,4.928251422157756,4.928251422157756
93,9.969606667077828,4.984254279227731,4.984254279227731
94,9.972125006703092,5.040257136297705,5.040257136297705
95,9.974756603990741,5.0962599933676795,5.0962599933676795
96,9.977505790456268,5.152262850437654,5.152262850437654
97,9.9803770237581,5.208265707507628,5.208265707507628
98,9.983374889411872,5.264268564577603,5.264268564577603
99,9.986504102425728,5.320271421647577,5.320271421647577
100,9.989769508850202,5.376274278717552,5.376274278717552
101,9.993176087236067,5.432277135787526,5.432277135787526
102,9.996728949993406,5.488279992857501,5.488279992857501
103,10.000433344644986,5.544282849927475,5.544282849927475
104,10.004294654966778,5.600285706997449,5.600285706997449
105,10.008318402008557,5.656288564067424,5.656288564067424
106,10.012510244987109,5.712291421137398,5.712291421137398
107,10.016875982044649,5.768294278207373,5.768294278207373
108,10.02142155086483,5.824297135277347,5.824297135277347
