frame_id,3's score
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,1810031.833014343
8,1871602.1232631728
9,49739808728.81207
10,50400515831.270874
11,51616306063.19748
12,52477189263.84877
13,53254820654.06993
14,54537856720.57591
15,55435589322.10039
16,56265594137.52116
17,57189380171.05681
18,58194377935.85797
19,59060714601.88244
20,59997384474.57646
21,60810343226.15605
22,61926618726.56772
23,62907642240.951965
24,63575219703.06823
25,64243397913.39693
26,65550318105.3452
27,66305571282.4098
28,67010414979.9614
29,67905102298.85795
30,69074393920.85612
31,69684421962.3715
32,70469948531.85915
33,71476466120.44035
34,72234357645.02112
35,73427320830.57115
36,74485110600.29625
37,75291359040.18692
38,76128736249.10912
39,81475194389.57886
40,77943689117.26895
41,78803278819.54736
42,84626176820.17166
43,86044583631.50632
44,87107275073.87074
45,88126677207.24643
46,89687585341.7238
47,90964991336.21162
48,92923037043.77817
49,93956634269.4089
50,95014585000.43625
51,96888217270.08253
52,98063946206.13878
53,99314832478.82193
54,100961336201.40596
55,102603522783.36404
56,104502706957.55379
57,105729107163.49948
58,106777113908.2829
59,108513168427.04382
60,109833877000.27716
61,111097643677.02026
62,112649887010.57965
63,113716197405.64749
64,115286749252.23581
65,116498337134.26163
66,118058376626.06995
67,119710280748.55391
68,120692454357.07614
69,122328828012.57028
70,123428298923.60315
71,124348806743.3006
72,125775301119.09967
73,126895438334.04004
74,128007010899.50151
75,129454605475.00125
76,130504494256.63998
77,132322645853.19798
78,133206805312.49243
79,134377582955.05585
80,135845303186.7591
81,136587574521.7905
82,137382822358.5597
83,138774929204.47787
84,139425879497.02826
85,140681270839.09213
86,141440356630.34024
87,142780737711.55896
88,143374374390.07367
89,144011753395.38968
90,145002511244.8578
91,145546286706.34784
92,146243339950.15247
93,147106940458.47983
94,147530429229.09406
95,148096749947.81592
96,149203488601.09045
97,149612464133.3598
98,150292764578.49313
99,151233894507.66278
100,151531972885.64102
101,152226099028.20203
102,152729742610.43225
103,153707446123.75143
104,154003884273.0558
105,154092770896.08664
106,154892512945.66754
107,155265946720.06543
108,155947275976.62415
109,156121001046.64783
110,156540880422.6091
111,157041247669.97556
112,157248265079.84705
113,157526806262.22424
114,157676278966.31485
115,158412447327.2975
116,158413031680.71106
117,158878052531.8348
118,159001882178.08188
119,159474949772.08765
120,159570708228.2527
121,159887352311.80267
122,159950109452.32104
123,159936289432.7495
124,160231189174.90762
125,160102452259.6318
126,159830308784.8409
127,160133946356.2829
128,160076338565.55814
129,159728929359.70544
130,160263365513.89297
131,159907685524.75458
132,159429892732.5386
133,159629775180.11755
134,159155456566.65866
135,158578811337.76926
136,158799700007.6129
137,158059701437.57892
138,157435415150.28
139,157456654761.63507
140,156974686227.74234
141,156533240125.75473
142,156263331050.2158
143,155544634066.19788
144,155589590800.5064
145,155023410962.69406
146,154837517619.11462
147,154253674606.62463
148,153532888516.3822
149,153163847080.2187
150,152949099337.341
151,152443741786.06573
152,151970326265.93054
153,151599182038.30267
154,151235882476.67615
155,151028380233.8502
156,150584509047.2057
157,150220663446.0103
158,149607184993.25327
159,149041105423.7884
160,148302696790.7486
161,147818871116.89258
162,147258473770.97565
163,146685189088.5791
164,146470789521.77783
165,146072131861.51062
166,145645695732.89642
167,145437062893.57556
168,144773521861.73865
169,144254158694.89032
170,143552241591.47736
171,143240666027.15204
172,142752841353.14398
173,142499077756.1238
174,142195540641.9051
175,141912639710.918
176,141571182431.6046
177,141310820873.4748
178,141073530013.05258
179,140939215212.15836
180,140686600788.54828
181,140424380833.42352
182,140265775972.5668
183,140164710284.57925
184,140022009018.77054
185,139984378523.95346
186,139812245858.55267
187,139940006406.02765
188,140416450964.51288
189,140233558681.0272
190,140141036784.4964
191,140444625389.57678
192,140802530636.4651
193,141483714848.6454
194,141566294290.67624
195,141262929557.81284
196,141856309496.57956
197,142162776326.023
198,142753636403.43976
199,142979846778.98438
200,142836036436.0637
201,142990147622.00824
202,143359616932.8759
203,143828700158.60602
204,144437399536.9149
205,144527817767.28998
206,144473606796.86322
207,144571907809.45746
208,145606627613.6267
209,145943173295.93353
210,146620820468.026
211,146794379736.14368
212,147060451121.65817
213,148112365512.1672
214,148566135913.86066
215,149607336413.3357
216,149778097803.69623
217,150714042112.61145
218,151029071314.4206
219,151212817487.1596
220,151971438194.4654
221,153143568735.93594
222,153951230009.4209
223,154254710576.54205
224,153533591826.8917
225,152584599839.62366
226,152812621410.10745
227,153044642415.6418
228,152313708296.44537
229,151324979185.19104
230,151561850703.11584
231,152027916563.35767
232,153079880141.72736
233,151827578139.47696
234,150860301203.0561
235,151081777231.2944
236,152515518172.34912
237,156152770797.20224
238,155226391396.25366
239,149669627032.61792
240,149218042664.0161
241,151265437457.1007
242,159381182935.713
243,157132039569.52432
244,148414585921.05463
245,147567199724.9568
246,191418895338.16672
247,191105604132.24118
248,191241561509.77954
249,153566019286.53348
250,154219504064.60025
251,149070788319.78867
252,173939376379.58755
253,191542134829.65137
254,191928239017.52686
255,179471851448.00604
256,160099285604.0506
257,191896595433.44257
258,176362463485.85117
259,149573230663.30096
260,142276867529.76822
261,165889187544.22522
262,193257956654.59167
263,192574585557.30286
264,192615266970.32578
265,192698365012.05692
266,145184900920.87732
267,153495893075.50067
268,155007085863.94946
269,175259151421.91568
270,193121818522.0643
271,193270112430.6709
272,193601475561.69376
273,151328325595.15564
274,155261146389.55566
275,171241459642.92645
276,193895335188.05975
277,194229712446.30096
278,194392501899.08563
279,142159548600.62866
280,151967941245.52277
281,193885389227.32434
282,194217898755.8883
283,194331017623.78604
284,175944274527.04172
285,152798494793.65558
286,146244145902.19894
287,145027156989.2735
288,193849307702.57388
289,194350534013.7595
290,194338711539.63727
291,184828743265.96777
292,143155223735.3415
293,153840548265.35764
294,179887570932.99194
295,194141521281.29108
296,194003669024.613
297,186030446006.61798
298,148583362640.00537
299,146315053013.03076
300,194167905891.63583
301,194109290814.8041
302,193871017112.07462
303,151813419316.2802
304,154979533542.46902
305,148428367230.78748
306,194138967300.67838
307,193780362456.46783
308,153515213837.8911
309,171293960801.2901
310,149501513045.25763
311,173340736198.615
312,145678571719.0144
313,193974541636.04233
314,153987302875.91162
315,184188855378.6407
316,179024358189.75815
317,116760041670.75784
318,143861769122.00024
319,145888905709.65515
320,164789914379.56104
321,159060520723.3546
322,183549475722.24466
323,153698317799.59113
324,153605031568.1926
325,193855767006.72052
326,112872545907.21701
327,158140706959.53625
328,152913061139.4717
329,143322069758.48816
330,194045394408.40683
331,193727137604.0684
332,153816112955.90833
333,193880528133.45285
334,102781842741.22571
335,155037017494.8733
336,148423624396.79712
337,145976630285.09625
338,153752799192.16006
339,194376274864.16473
340,198431078614.7712
341,147284478768.48862
342,149277030123.8134
343,153869722633.46173
344,194012773851.22424
345,194169237221.49
