frame_id,6's score
0,0.0
1,0.0
2,0.0
3,25044701776.11694
4,25822074798.65852
5,69767798146.72984
6,70670557960.39244
7,71429966628.92216
8,72961542009.07373
9,75785256818.1858
10,77973155381.2532
11,80840367356.50417
12,83196294945.9739
13,84263872504.89929
14,85420491603.1362
15,86804614277.32678
16,88567305583.23099
17,90432368003.74123
18,92474141562.30008
19,95036514355.6831
20,97842107252.73892
21,99609352631.29399
22,102011129797.07605
23,104634151356.52518
24,105481840226.7887
25,108110544749.28882
26,110411515436.58563
27,112185001079.06631
28,114318183657.49344
29,115426406856.50389
30,117690233621.83981
31,119245475611.254
32,121737465056.63657
33,124591067052.41618
34,125911648799.78717
35,128788227994.00436
36,129317587534.75441
37,131966811321.90717
38,133831027071.3476
39,135893865813.47699
40,137900657571.36014
41,139097231790.99774
42,141236384786.03198
43,140862263935.504
44,141368424715.80405
45,143158295960.80444
46,145757730672.58444
47,151525454231.9821
48,152655889480.86975
49,146562041659.82904
50,138784942312.58447
51,133980341925.44514
52,161530859441.9104
53,163842288883.15677
54,164495795166.56052
55,159379925031.20374
56,126984977850.63155
57,114924085704.2204
58,170074409365.6898
59,172424919215.3653
60,172410262333.49707
61,141670962663.1995
62,121731709953.02164
63,158684789442.5505
64,173012424155.6645
65,178475602934.64386
66,167795320868.90073
67,173996753238.71954
68,145704261897.0159
69,181769455299.08243
70,137150244081.00934
71,169830386796.87543
72,138199052577.8067
73,184418578050.2229
74,182870584541.2115
75,182806832851.26874
76,122767722497.49551
77,180928480721.6527
78,129568788810.3627
79,115766392507.36018
80,188895794682.7206
81,174847145593.34958
82,187548807665.7458
83,133375269863.55937
84,185695771909.14346
85,116503208455.29001
86,145818445157.71408
87,162566995738.21234
88,188486183509.47842
89,187898471795.57196
90,188676722774.86658
91,115476544257.73788
92,115944844534.07472
93,178666688891.6264
94,190773494761.88742
95,160142993810.4704
96,190719386178.37906
97,188091671100.07928
98,167264386027.27277
99,143207513645.40018
100,115245597650.57803
101,168900615017.01367
102,189673667226.27637
103,161740587800.76172
104,179730454983.17764
105,190141081512.5263
106,150292840481.9965
107,162781908060.34695
108,120481698162.22275
109,178517814472.52774
110,182839504620.95782
111,183642279125.2111
112,188283309353.6606
113,176179727349.52057
114,116602937445.8002
115,183561936516.20972
116,177965919921.0132
117,187097237695.44882
118,189307393486.06616
119,188476007861.8584
120,116460862510.0375
121,188092318858.55096
122,174234380178.34152
123,128396055712.44691
124,143345452804.67383
125,190059395736.2057
126,158678919408.19888
127,190986420387.06345
128,192237933180.62524
129,180086519475.08038
130,163257416765.8423
131,167277565091.16602
132,116736266947.29309
133,189508776505.6465
134,187304915611.77356
135,191763001800.99112
136,118232203366.11877
137,188378529236.98508
138,157760841569.22638
139,191111025105.44763
140,125105527334.22388
141,184941039831.82913
142,172715723043.54037
143,189945785353.05957
144,191027094238.64972
145,193871056192.60272
146,192293580053.62772
147,191276522147.87265
148,135695285893.51491
149,192474050656.9993
150,123623409481.1962
151,191438575938.935
152,118551921427.41159
153,192620564805.81992
154,166941502869.63837
155,192792156844.02286
156,194000478524.63928
157,119868411591.99142
158,126822697724.11069
159,121286499521.85986
160,191266363483.5062
161,117977970448.36545
162,192630902487.90137
163,167888022457.38855
164,192803516741.66547
165,190946272016.48694
166,174221507864.25882
167,170776076680.6707
168,119920064019.92468
169,187814707700.90164
170,194197808679.17676
171,132265105132.0523
172,192900696006.18735
173,119510513615.19922
174,193881186003.0943
175,192178284819.61594
176,162289650211.13147
177,195309739220.73785
178,188908598140.41388
179,138131301441.0917
180,193651351365.33685
181,173303991345.03027
182,180536344933.6697
183,193581419830.32794
184,193098223774.15106
185,190478398498.87277
186,193101250710.13773
187,126863563955.18062
188,120949324288.47658
189,194105524904.98645
190,121895069823.94713
191,193835515404.7475
192,161692537260.49054
193,194266287381.03
194,120993931214.12663
195,186577273254.02872
196,126682196503.82486
197,196992646188.8579
198,127348193005.10168
199,176883482088.9606
200,160328939901.6589
201,194792299138.77594
202,176310769056.58185
203,195906316654.10132
204,183643821166.9264
205,196728327205.0727
