frame_id,5's score,pos_x,pos_y
0,0.0,3.0,3.0
1,0.0,3.0,3.0
2,0.0,3.0,3.0
3,16764816.953171955,3.0560028570699744,3.0560028570699744
4,16977617.123876926,3.112005714139949,3.112005714139949
5,99355112074.64188,3.1188280745720784,3.1909113248285057
6,99997138190.74934,3.1320349906284592,3.2690024086235185
7,103099706547.88347,3.1544608558514544,3.344961085343167
8,104789669545.68864,3.181481654359969,3.419409164216716
9,107000145142.72488,3.215594814507822,3.4908859597851167
10,109311668469.4919,3.2525914718075164,3.560913721056265
11,111228066006.11086,3.2919946883074074,3.6296161702808942
12,113269708434.06033,3.3297039417450804,3.6992627940696563
13,115248904423.58585,3.3677140659388227,3.768745672959181
14,117476150838.32315,3.4050280626370957,3.8386048573976015
15,119732286130.70471,3.4420410155915806,3.908624007018181
16,121406478239.14467,3.477005775632474,3.9796881017164374
17,123687831211.93973,3.5108856679677185,4.051275760536602
18,125836072324.93958,3.5438771962871742,4.123277142878517
19,128113727128.65292,3.5761056971187446,4.195623281228462
20,129810027134.97224,3.6087318684395884,4.267790953665246
21,131880793504.92995,3.6410098647703166,4.340115022638677
22,133570657377.48135,3.671324930826654,4.413283573054821
23,136281367702.94087,3.699977217862888,4.487119109536879
24,137632750583.68814,3.7282955285575823,4.561083379825977
25,139736487112.69788,3.7534899531619867,4.63616920384658
26,141166381983.06836,3.7759820696897455,4.712108289264445
27,143484214485.3661,3.796602579253648,4.788576809488947
28,145960847523.9843,3.814101612459122,4.865819439149477
29,147825625002.52444,3.8292211422432985,4.943562862145287
30,150020858998.78677,3.8417638460302523,5.021763377371932
31,152485357506.1805,3.852327658202983,5.100255707394548
32,154705122792.62604,3.8611834628726536,5.178959041019323
33,156564149303.86362,3.868211626751218,5.257846587010411
34,158915628544.60754,3.8730351516730104,5.336899566760252
35,161489565297.4444,3.8758971114973604,5.416047840184022
36,163134858839.36407,3.878154014684202,5.495215677011898
37,165595192506.43457,3.8793570078169757,5.57440654016872
38,167088568639.5481,3.879131064280829,5.653606217879671
39,170123885609.79852,3.877703402554669,5.7327933492963075
40,171486411335.1354,3.8756353961665524,5.811966345637098
41,173797426412.80457,3.873424485302251,5.89113548023607
42,176258786648.80927,3.8701071916049563,5.970265977280673
43,178464939019.80225,3.866944833230032,6.049402817560713
44,180401331643.03043,3.862486955115348,6.128477259213592
45,182373366526.81873,3.8582664070410666,6.207564723289466
46,184678293679.10938,3.852261809280634,6.286536774077928
47,186220560669.37646,3.8465698659204586,6.3655319750763715
48,189082534192.758,3.8403425118179606,6.444486772656266
49,191012634910.90836,3.8330827012449347,6.5233533381352045
50,193445953488.04846,3.825874124848725,6.60222460303149
51,195117678522.6026,3.8179074945881455,6.681022907596317
52,197700364511.9744,3.810244179062657,6.759851288241594
53,199504135229.32648,3.802220779483335,6.838643832680713
54,207284276083.58368,3.794252203985944,6.917441940554839
55,210895622583.2619,3.7863830153923863,6.996250035766429
56,213813020438.6009,3.7786234889975634,7.075069003979214
57,217340536707.7433,3.7713344906743265,7.1539328772257385
58,220299229444.56464,3.764865560709749,7.232868249177186
59,223738532761.6967,3.759485326200218,7.311885292127568
60,226042486089.88214,3.7546443911390712,7.390937207649798
61,229259886859.486,3.7514127737485166,7.470071249939075
62,232695384544.62042,3.7491414144719832,7.549238673334288
63,236098826899.65054,3.7483193656372373,7.628434407030702
64,239006991334.0807,3.74925280662882,7.7076289061320615
65,242000067697.2937,3.751355909875037,7.786800977954995
66,244622118670.74664,3.755558413789694,7.8658894029035755
67,247942198620.8598,3.7618539194960805,7.944838795604855
68,250140120539.18295,3.769843709403045,8.023634755255351
69,253293589150.80206,3.780302022704009,8.102141211568822
70,255266887793.98816,3.792614636074596,8.180378284315612
71,258412233571.1072,3.807622069646934,8.258143423919241
72,259993206565.75793,3.824258065683875,8.335576515268217
73,261497157242.3936,3.8424570723741316,8.412657227223207
74,264307430983.81738,3.863037287948198,8.48913660174291
75,265842700398.56696,3.8853237522163533,8.565136295889822
76,267462731915.32355,3.9092509891865292,8.64063548350779
77,270192906807.2452,3.9353201961029765,8.715422089599706
78,271584033344.6172,3.962262238184094,8.789898705852723
79,273935381982.31732,3.991507820033187,8.863501259764309
80,218562483817.97546,4.021810862456012,8.936674790633884
81,219300771842.09518,4.052389803947084,9.009733454304154
82,221013634633.9613,4.08510344892163,9.081861517029278
83,222581537959.46994,4.1189152631416786,9.153481355196847
84,224300058482.43088,4.154077355997689,9.224448017975826
85,225081766392.05304,4.1900807002147715,9.294991615879436
86,226468561286.93048,4.224956046264022,9.366099633978276
87,228093028937.95007,4.261375590061663,9.436429263790837
88,229301645397.1357,4.297090788194257,9.507119182607804
89,232109802565.818,4.332174302281026,9.578124724921933
90,232868715763.2214,4.365295594302823,9.65006650704336
91,234341303452.13843,4.3974368728864075,9.722451437871623
92,235880279516.77008,4.427628841814047,9.795670868436689
93,237946065253.83517,4.455430429680016,9.869830909645758
94,239453538680.24503,4.480130353915108,9.945080851458233
